sequence_file,lineage,confidence,classification_notes,cell,reads,correct
intermediates/subsamples/plate1-E12.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E12,250000,0
intermediates/subsamples/plate1-E12.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E12,500000,0
intermediates/subsamples/plate1-E12.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E12,1000000,0
intermediates/subsamples/plate1-E12.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E12,2500000,0
intermediates/subsamples/plate1-E12.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E12,5000000,0
intermediates/subsamples/plate1-E1.100000.0.bam,T12,1.0,Usher placements: T12(27/27),plate1-E1,100000,1
intermediates/subsamples/plate1-E1.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-E1,250000,1
intermediates/subsamples/plate1-E1.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-E1,500000,1
intermediates/subsamples/plate1-E1.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E1,1000000,1
intermediates/subsamples/plate1-E1.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E1,2500000,1
intermediates/subsamples/plate1-E1.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E1,5000000,1
intermediates/subsamples/plate1-E2.100000.0.bam,T12,1.0,Usher placements: T12(15/15),plate1-E2,100000,1
intermediates/subsamples/plate1-E2.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-E2,250000,1
intermediates/subsamples/plate1-E2.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E2,500000,1
intermediates/subsamples/plate1-E2.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E2,1000000,1
intermediates/subsamples/plate1-E2.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E2,2500000,1
intermediates/subsamples/plate1-E2.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E2,5000000,1
intermediates/subsamples/plate1-E3.100000.0.bam,T12,1.0,Usher placements: T12(39/39),plate1-E3,100000,1
intermediates/subsamples/plate1-E3.250000.0.bam,T12,1.0,Usher placements: T12(12/12),plate1-E3,250000,1
intermediates/subsamples/plate1-E3.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E3,500000,1
intermediates/subsamples/plate1-E3.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E3,1000000,1
intermediates/subsamples/plate1-E3.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E3,2500000,1
intermediates/subsamples/plate1-E3.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E3,5000000,1
intermediates/subsamples/plate1-E4.100000.0.bam,T12,1.0,Usher placements: T12(20/20),plate1-E4,100000,1
intermediates/subsamples/plate1-E4.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-E4,250000,1
intermediates/subsamples/plate1-E4.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-E4,500000,1
intermediates/subsamples/plate1-E4.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E4,1000000,1
intermediates/subsamples/plate1-E4.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E4,2500000,1
intermediates/subsamples/plate1-E4.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E4,5000000,1
intermediates/subsamples/plate1-E5.100000.0.bam,T12,0.7696922780487698,Usher placements: T12(38/41) UNDEFINED(3/41),plate1-E5,100000,1
intermediates/subsamples/plate1-E5.250000.0.bam,T12,1.0,Usher placements: T12(6/6),plate1-E5,250000,1
intermediates/subsamples/plate1-E5.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-E5,500000,1
intermediates/subsamples/plate1-E5.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E5,1000000,1
intermediates/subsamples/plate1-E5.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E5,2500000,1
intermediates/subsamples/plate1-E5.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E5,5000000,1
intermediates/subsamples/plate1-E6.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E6,100000,0
intermediates/subsamples/plate1-E6.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E6,250000,0
intermediates/subsamples/plate1-E6.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E6,500000,0
intermediates/subsamples/plate1-E6.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E6,1000000,0
intermediates/subsamples/plate1-E6.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E6,2500000,0
intermediates/subsamples/plate1-E6.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E6,5000000,0
intermediates/subsamples/plate1-E7.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E7,100000,0
intermediates/subsamples/plate1-E7.250000.0.bam,T12,1.0,Usher placements: T12(40/40),plate1-E7,250000,1
intermediates/subsamples/plate1-E7.500000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-E7,500000,1
intermediates/subsamples/plate1-E7.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-E7,1000000,1
intermediates/subsamples/plate1-E7.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-E7,2500000,1
intermediates/subsamples/plate1-E7.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-E7,5000000,1
intermediates/subsamples/plate1-E8.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E8,100000,0
intermediates/subsamples/plate1-E8.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E8,250000,0
intermediates/subsamples/plate1-E8.500000.0.bam,UNDEFINED,0.5719292240479291,Usher placements: T12(58/77) UNDEFINED(19/77),plate1-E8,500000,0
intermediates/subsamples/plate1-E8.1000000.0.bam,T12,1.0,Usher placements: T12(39/39),plate1-E8,1000000,1
intermediates/subsamples/plate1-E8.2500000.0.bam,T12,1.0,Usher placements: T12(6/6),plate1-E8,2500000,1
intermediates/subsamples/plate1-E8.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-E8,5000000,1
intermediates/subsamples/plate1-E9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E9,100000,0
intermediates/subsamples/plate1-E9.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E9,250000,0
intermediates/subsamples/plate1-E9.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E9,500000,0
intermediates/subsamples/plate1-E9.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E9,1000000,0
intermediates/subsamples/plate1-E9.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E9,2500000,0
intermediates/subsamples/plate1-E9.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E9,5000000,0
intermediates/subsamples/plate1-F10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F10,100000,0
intermediates/subsamples/plate1-F10.250000.0.bam,UNDEFINED,0.5320567125392801,Usher placements: T12(58/86) UNDEFINED(28/86),plate1-F10,250000,0
intermediates/subsamples/plate1-F10.500000.0.bam,T12,1.0,Usher placements: T12(39/39),plate1-F10,500000,1
intermediates/subsamples/plate1-F10.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F10,1000000,1
intermediates/subsamples/plate1-F10.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F10,2500000,1
intermediates/subsamples/plate1-F10.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F10,5000000,1
intermediates/subsamples/plate1-F11.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F11,100000,0
intermediates/subsamples/plate1-F11.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F11,250000,0
intermediates/subsamples/plate1-F11.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F11,500000,0
intermediates/subsamples/plate1-F11.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F11,1000000,0
intermediates/subsamples/plate1-F11.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F11,2500000,0
intermediates/subsamples/plate1-F11.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F11,5000000,0
intermediates/subsamples/plate1-F12.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F12,100000,0
intermediates/subsamples/plate1-F12.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F12,250000,0
intermediates/subsamples/plate1-F12.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F12,500000,0
intermediates/subsamples/plate1-F12.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F12,1000000,0
intermediates/subsamples/plate1-F12.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F12,2500000,0
intermediates/subsamples/plate1-F12.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F12,5000000,0
intermediates/subsamples/plate1-F2.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate1-F2,100000,1
intermediates/subsamples/plate1-F2.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F2,250000,1
intermediates/subsamples/plate1-F2.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F2,500000,1
intermediates/subsamples/plate1-F2.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F2,1000000,1
intermediates/subsamples/plate1-F2.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F2,2500000,1
intermediates/subsamples/plate1-F2.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-F2,5000000,1
intermediates/subsamples/plate1-F3.100000.0.bam,T12,1.0,Usher placements: T12(37/37),plate1-F3,100000,1
intermediates/subsamples/plate1-F3.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-F3,250000,1
intermediates/subsamples/plate1-F3.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F3,500000,1
intermediates/subsamples/plate1-F3.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F3,1000000,1
intermediates/subsamples/plate1-F3.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F3,2500000,1
intermediates/subsamples/plate1-F3.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F3,5000000,1
intermediates/subsamples/plate1-F4.100000.0.bam,T12,1.0,Usher placements: T12(30/30),plate1-F4,100000,1
intermediates/subsamples/plate1-F4.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F4,250000,1
intermediates/subsamples/plate1-F4.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F4,500000,1
intermediates/subsamples/plate1-F4.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F4,1000000,1
intermediates/subsamples/plate1-F4.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F4,2500000,1
intermediates/subsamples/plate1-F4.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F4,5000000,1
intermediates/subsamples/plate1-F5.100000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-F5,100000,1
intermediates/subsamples/plate1-F5.250000.0.bam,T12,1.0,Usher placements: T12(34/34),plate1-F5,250000,1
intermediates/subsamples/plate1-F5.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F5,500000,1
intermediates/subsamples/plate1-F5.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F5,1000000,1
intermediates/subsamples/plate1-F5.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F5,2500000,1
intermediates/subsamples/plate1-F5.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F5,5000000,1
intermediates/subsamples/plate1-F6.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F6,100000,0
intermediates/subsamples/plate1-F6.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F6,250000,0
intermediates/subsamples/plate1-F6.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F6,500000,0
intermediates/subsamples/plate1-F6.1000000.0.bam,T12,1.0,Usher placements: T12(26/26),plate1-F6,1000000,1
intermediates/subsamples/plate1-F6.2500000.0.bam,T12,1.0,Usher placements: T12(22/22),plate1-F6,2500000,1
intermediates/subsamples/plate1-F6.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-F6,5000000,1
intermediates/subsamples/plate1-F7.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F7,100000,0
intermediates/subsamples/plate1-F7.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F7,250000,0
intermediates/subsamples/plate1-F7.500000.0.bam,T12,1.0,Usher placements: T12(41/41),plate1-F7,500000,1
intermediates/subsamples/plate1-F7.1000000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-F7,1000000,1
intermediates/subsamples/plate1-F7.2500000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-F7,2500000,1
intermediates/subsamples/plate1-F7.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-F7,5000000,1
intermediates/subsamples/plate1-F9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F9,100000,0
intermediates/subsamples/plate1-F9.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F9,250000,0
intermediates/subsamples/plate1-F9.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F9,500000,0
intermediates/subsamples/plate1-F9.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F9,1000000,0
intermediates/subsamples/plate1-F9.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F9,2500000,0
intermediates/subsamples/plate1-F9.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-F9,5000000,0
intermediates/subsamples/plate1-G10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G10,100000,0
intermediates/subsamples/plate1-G10.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G10,250000,0
intermediates/subsamples/plate1-G10.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G10,500000,0
intermediates/subsamples/plate1-G10.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G10,1000000,0
intermediates/subsamples/plate1-G10.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G10,2500000,0
intermediates/subsamples/plate1-G10.5000000.0.bam,UNDEFINED,0.5320567125392801,Usher placements: T12(58/86) UNDEFINED(28/86),plate1-G10,5000000,0
intermediates/subsamples/plate1-G11.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G11,100000,0
intermediates/subsamples/plate1-G11.250000.0.bam,UNDEFINED,0.5124705274288021,Usher placements: T12(58/95) UNDEFINED(37/95),plate1-G11,250000,0
intermediates/subsamples/plate1-G11.500000.0.bam,T12,1.0,Usher placements: T12(43/43),plate1-G11,500000,1
intermediates/subsamples/plate1-G11.1000000.0.bam,T12,1.0,Usher placements: T12(43/43),plate1-G11,1000000,1
intermediates/subsamples/plate1-G11.2500000.0.bam,T12,1.0,Usher placements: T12(43/43),plate1-G11,2500000,1
intermediates/subsamples/plate1-G11.5000000.0.bam,T12,1.0,Usher placements: T12(43/43),plate1-G11,5000000,1
intermediates/subsamples/plate1-G12.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G12,100000,0
intermediates/subsamples/plate1-G12.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G12,250000,0
intermediates/subsamples/plate1-G12.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G12,500000,0
intermediates/subsamples/plate1-G12.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G12,1000000,0
intermediates/subsamples/plate1-G12.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G12,2500000,0
intermediates/subsamples/plate1-G12.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G12,5000000,0
intermediates/subsamples/plate1-G1.100000.0.bam,T12,1.0,Usher placements: T12(41/41),plate1-G1,100000,1
intermediates/subsamples/plate1-G1.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-G1,250000,1
intermediates/subsamples/plate1-G1.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-G1,500000,1
intermediates/subsamples/plate1-G1.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-G1,1000000,1
intermediates/subsamples/plate1-G1.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-G1,2500000,1
intermediates/subsamples/plate1-G1.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G1,5000000,1
intermediates/subsamples/plate1-G2.100000.0.bam,T12,1.0,Usher placements: T12(40/40),plate1-G2,100000,1
intermediates/subsamples/plate1-G2.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-G2,250000,1
intermediates/subsamples/plate1-G2.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-G2,500000,1
intermediates/subsamples/plate1-G2.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G2,1000000,1
intermediates/subsamples/plate1-G2.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G2,2500000,1
intermediates/subsamples/plate1-G2.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G2,5000000,1
intermediates/subsamples/plate1-G3.100000.0.bam,T12,1.0,Usher placements: T12(15/15),plate1-G3,100000,1
intermediates/subsamples/plate1-G3.250000.0.bam,T12,1.0,Usher placements: T12(10/10),plate1-G3,250000,1
intermediates/subsamples/plate1-G3.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G3,500000,1
intermediates/subsamples/plate1-G3.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G3,1000000,1
intermediates/subsamples/plate1-G3.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G3,2500000,1
intermediates/subsamples/plate1-G3.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G3,5000000,1
intermediates/subsamples/plate1-G4.100000.0.bam,T12,1.0,Usher placements: T12(39/39),plate1-G4,100000,1
intermediates/subsamples/plate1-G4.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-G4,250000,1
intermediates/subsamples/plate1-G4.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-G4,500000,1
intermediates/subsamples/plate1-G4.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-G4,1000000,1
intermediates/subsamples/plate1-G4.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G4,2500000,1
intermediates/subsamples/plate1-G4.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G4,5000000,1
intermediates/subsamples/plate1-G5.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G5,100000,0
intermediates/subsamples/plate1-G5.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G5,250000,0
intermediates/subsamples/plate1-G5.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G5,500000,0
intermediates/subsamples/plate1-G5.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G5,1000000,0
intermediates/subsamples/plate1-G5.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G5,2500000,0
intermediates/subsamples/plate1-G5.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G5,5000000,0
intermediates/subsamples/plate1-G6.100000.0.bam,UNDEFINED,0.5463275992266529,Usher placements: T12(58/82) UNDEFINED(24/82),plate1-G6,100000,0
intermediates/subsamples/plate1-G6.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-G6,250000,1
intermediates/subsamples/plate1-G6.500000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-G6,500000,1
intermediates/subsamples/plate1-G6.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-G6,1000000,1
intermediates/subsamples/plate1-G6.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-G6,2500000,1
intermediates/subsamples/plate1-G6.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G6,5000000,1
intermediates/subsamples/plate1-G7.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate1-G7,100000,1
intermediates/subsamples/plate1-G7.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-G7,250000,1
intermediates/subsamples/plate1-G7.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G7,500000,1
intermediates/subsamples/plate1-G7.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G7,1000000,1
intermediates/subsamples/plate1-G7.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G7,2500000,1
intermediates/subsamples/plate1-G7.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-G7,5000000,1
intermediates/subsamples/plate1-G8.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G8,100000,0
intermediates/subsamples/plate1-G8.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G8,250000,0
intermediates/subsamples/plate1-G8.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G8,500000,0
intermediates/subsamples/plate1-G8.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G8,1000000,0
intermediates/subsamples/plate1-G8.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G8,2500000,0
intermediates/subsamples/plate1-G8.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G8,5000000,0
intermediates/subsamples/plate1-G9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G9,100000,0
intermediates/subsamples/plate1-G9.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G9,250000,0
intermediates/subsamples/plate1-G9.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G9,500000,0
intermediates/subsamples/plate1-G9.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G9,1000000,0
intermediates/subsamples/plate1-G9.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G9,2500000,0
intermediates/subsamples/plate1-G9.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-G9,5000000,0
intermediates/subsamples/plate1-H10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-H10,100000,0
intermediates/subsamples/plate1-H10.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-H10,250000,0
intermediates/subsamples/plate1-H10.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-H10,500000,0
intermediates/subsamples/plate1-H10.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-H10,1000000,0
intermediates/subsamples/plate1-H10.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-H10,2500000,0
intermediates/subsamples/plate1-H10.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-H10,5000000,0
intermediates/subsamples/plate1-H11.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-H11,100000,0
intermediates/subsamples/plate1-H11.250000.0.bam,T12,1.0,Usher placements: T12(28/28),plate1-H11,250000,1
intermediates/subsamples/plate1-H11.500000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-H11,500000,1
intermediates/subsamples/plate1-H11.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-H11,1000000,1
intermediates/subsamples/plate1-H11.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-H11,2500000,1
intermediates/subsamples/plate1-H11.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-H11,5000000,1
intermediates/subsamples/plate1-H12.100000.0.bam,T12,1.0,Usher placements: T12(39/39),plate1-H12,100000,1
intermediates/subsamples/plate1-H12.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-H12,250000,1
intermediates/subsamples/plate1-H12.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-H12,500000,1
intermediates/subsamples/plate1-H12.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-H12,1000000,1
intermediates/subsamples/plate1-H12.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-H12,2500000,1
intermediates/subsamples/plate1-H12.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-H12,5000000,1
